"","venue_id","lat","lon","cat","top_cat","name","users","checkins","nom_qr","nom_arr"
"3273","4cdd7822a1bba35de386a0e5",45.43653,-73.69027,"Automotive","Shops & Services","Spinelli Mazda",11,16,"Lachine-Ouest","Lachine"
"3274","4bb4cc29f1b976b0d7521f20",45.494156,-73.704796,"Fast Food","Food","La Belle Province II",10,22,"Bois-Francs","Saint-Laurent"
"3275","4e1fc161aeb70263951ec76a",45.501926,-73.57896,"Apartment Building","Residences","3465 Stanley",16,354,"Montagne","Ville-Marie"
"3278","4bb113d6f964a52064783ce3",45.596,-73.58009,"Italian","Food","Salles De Reception Le Rizz",47,56,"Grande-Prairie","Saint-Léonard"
"3279","4d2c9fe1b818a35d341aba8a",45.497307,-73.57619,"Jewelry","Shops & Services","Matt Baily",4,5,"René-Lévesque","Ville-Marie"
"3280","4c0f8c9096fc952106edc0cb",45.518368,-73.59299,"Caribbean","Food","Caraibe Delite",22,39,"Mile End","Le Plateau-Mont-Royal"
"3281","4b4539fdf964a520850826e3",45.499702,-73.555756,"Gastropub","Food","Grange Vin & Bouffe",411,650,"Vieux-Montréal","Ville-Marie"
"3282","4bf2a062af659c74e901d847",45.534325,-73.65606,"Mall","Shops & Services","MarchA Central",413,904,"Nouveau-Bordeaux","Ahuntsic-Cartierville"
"3283","4bb1538bf964a520788c3ce3",45.522434,-73.57962,"Bar","Nightlife Spots","El Zaz Bar",170,481,"Saint-Louis","Le Plateau-Mont-Royal"
"3284","4ba265bcf964a520d0f437e3",45.499386,-73.5765,"French","Food","La Brasserie le Pois Penche",30,37,"René-Lévesque","Ville-Marie"
"3285","4bb4a42c695876b01c51fc3d",45.51992,-73.586426,"Coffee Shop","Food","Tim Hortons",251,870,"Saint-Louis","Le Plateau-Mont-Royal"
"3288","4b6215aaf964a5208f342ae3",45.5429,-73.628815,"Bakery","Food","PAtisserie Forcier",46,100,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"3289","4c3e059b1ef0d13a3fb89180",45.528717,-73.578606,"Sporting Goods","Shops & Services","Ekkip Boutique Sport",74,115,"Parc-Laurier","Le Plateau-Mont-Royal"
"3291","4cc07c18985aa35d5b374d12",45.50224,-73.55556,"Indian","Food","Ghandi",71,81,"Vieux-Montréal","Ville-Marie"
"3292","4cbf27da020d4688a7d06038",45.56799,-73.6895,"Electronics","Shops & Services","Maddison",22,63,NA,NA
"3294","4c1a58b3b9f876b0cf7f7846",45.575603,-73.58387,"Fast Food","Food","A&W",30,34,"Port-Maurice","Saint-Léonard"
"3295","4bca9f6668f976b019dc5f83",45.518612,-73.593445,"Bar","Nightlife Spots","La Petite IdAe-Fixe",88,146,"Mile End","Le Plateau-Mont-Royal"
"3296","4e309a0a483bb3fdc436486b",45.594635,-73.555695,"Tanning Salon","Shops & Services","Bronzage Pur Tan",3,7,"Anjou","Anjou"
"3300","4d76f7924e81a14351d1a8e4",45.444393,-73.74097,"Bus Station","Travel & Transport","Bus Stop #57462",1,2,"Dorval",NA
"3302","4e0fc0d152b1b27c1b940572",45.527225,-73.60231,"Bar","Nightlife Spots","Royal Phoenix Bar",343,730,"Mile End","Le Plateau-Mont-Royal"
"3303","4b0c3e18f964a520993923e3",45.557915,-73.7184,"Dentist's Office","Professional & Other Places","Centre dentaire Pierre Deslauriers",6,9,NA,NA
"3304","4dbb2ea36a23e294ba0e57a1",45.50027,-73.56654,"Automotive","Shops & Services","Budget - Car Rental",15,22,"René-Lévesque","Ville-Marie"
"3305","4ad4c06cf964a520f5f920e3",45.504288,-73.573746,"Art Museum","Arts & Entertainment","MusAe McCord Museum",279,367,"René-Lévesque","Ville-Marie"
"3308","4d5f0892ef378cfa7b046aa6",45.463615,-73.83165,"Women's Store","Shops & Services","Jacob",15,15,"Pointe-Claire",NA
"3310","4be613a8910020a1eef4d314",45.537544,-73.51042,"French","Food","L'incrAdule",80,164,NA,NA
"3311","4c24b3e3b7b8a5936bda3ce8",45.53377,-73.49216,"Sporting Goods","Shops & Services","Boutique Courir",12,16,NA,NA
"3312","4c81273a74d7b60c77d273d8",45.51333,-73.56332,"Pizza","Food","Pizzadelic",7,7,"René-Lévesque","Ville-Marie"
"3313","4ad4c06cf964a520cef920e3",45.526196,-73.56874,"Park","Outdoors & Recreation","Parc La Fontaine",1956,6020,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3314","4cab9d70f47ea1435e268d21",45.45867,-73.749954,"Gate","Travel & Transport","Gate 50",161,186,"Dorval",NA
"3316","4b5107dcf964a520953e27e3",45.553406,-73.60221,"Mexican","Food","Le coin du Mexique",83,116,"Gabriel-Sagard","Villeray–Saint-Michel–Parc-Extension"
"3318","4adc8efef964a5203b2d21e3",45.498745,-73.57955,"Art Museum","Arts & Entertainment","Pavillon Jean-NoAl Desmarais",954,1526,"René-Lévesque","Ville-Marie"
"3319","4e110007483bee47ff2e95b1",45.496082,-73.575165,"Pub","Nightlife Spots","Fiddler's Green",89,449,"René-Lévesque","Ville-Marie"
"3320","4b6b0963f964a52053ee2be3",45.505688,-73.56049,"Middle Eastern","Food","Basha Restaurant",65,91,"René-Lévesque","Ville-Marie"
"3321","4c291934360cef3bd635bedc",45.51537,-73.55999,"Park","Outdoors & Recreation","Place Amilie-Gamelin",551,1039,"René-Lévesque","Ville-Marie"
"3322","4c7ee51aa7958cfa523b8f2b",45.517696,-73.55004,"Home","Residences","Les Condos de l'Olympia",5,51,"Sainte-Marie","Ville-Marie"
"3323","4d8bbafe37c6a14322b5b00c",45.476646,-73.59246,"Martial Arts","Shops & Services","H2O MMA Gym",12,77,"Saint-Henri","Le Sud-Ouest"
"3324","4c99a7427421b713e709f913",45.46508,-73.62585,"Sporting Goods","Shops & Services","Total Diving - Scuba Diving in Montreal",20,170,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3326","4bfa89d1b182c9b6426f7a5a",45.59808,-73.567696,"Fish Market","Shops & Services","Odessa",22,38,"Anjou","Anjou"
"3327","4d2f39eead3a8cfab7df9bbd",45.53109,-73.59802,"Asian","Food","Asie Express",32,187,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3328","4b8eda40f964a520ed3a33e3",45.506496,-73.56929,"Art Gallery","Arts & Entertainment","Centre Culturel SimA3n BolAvar",4,5,"René-Lévesque","Ville-Marie"
"3329","4b143dd7f964a520d99f23e3",45.495358,-73.55872,"Gym","Shops & Services","l'usine crossfit",40,242,"Petite-Bourgogne","Le Sud-Ouest"
"3330","4c0eb5be2466a59343807921",45.504032,-73.55826,"Government","Professional & Other Places","Sodec",20,53,"Vieux-Montréal","Ville-Marie"
"3331","4cf2cda16195721e118849c1",45.598232,-73.56853,"Butcher","Shops & Services","La Chevaline Plus",6,23,"Anjou","Anjou"
"3332","4b184315f964a520d2cf23e3",45.466663,-73.54151,"Pizza","Food","Chez Carl",158,962,"Ile-des-Soeurs","Verdun"
"3333","4ba3cc49f964a5208f6038e3",45.508057,-73.56036,"Vietnamese","Food","Crystal No. 1",15,23,"René-Lévesque","Ville-Marie"
"3334","4b8ef46ff964a520f14033e3",45.478428,-73.60403,"Ice Cream","Food","Dairy Queen",137,288,"Westmount",NA
"3335","4b8f1555f964a520344833e3",45.509285,-73.618416,"University","Colleges & Universities","Pavillon Marguerite-d'Youville",86,398,"Parc-Kent","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3339","4c0ae68da1b32d7f76369af0",45.575054,-73.683876,"Pizza","Food","Pizza Rapide",6,6,NA,NA
"3340","4c6d94855d089c7419ae01c3",45.507153,-73.60986,"Home","Residences","5510 Stirling",2,29,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3342","4b4fb3fbf964a5209e1127e3",45.5259,-73.603424,"Bar","Nightlife Spots","L'Assomoir",416,540,"Mile End","Le Plateau-Mont-Royal"
"3343","4b6da75cf964a52094832ce3",45.501232,-73.56926,"Fast Food","Food","McDonald's",103,329,"René-Lévesque","Ville-Marie"
"3344","4b02bc82f964a520924922e3",45.43228,-73.84671,"Fast Food","Food","McDonald's",108,231,"Beaconsfield",NA
"3346","4df3ac2e1f6e818dae018fc5",45.458973,-73.74605,"Plane","Travel & Transport","AC183 To YVR",2,2,"Dorval",NA
"3347","4bccbd690687ef3b79cfdfcc",45.487682,-73.59136,"Coffee Shop","Food","Second Cup",171,354,"Westmount",NA
"3348","4db757115da3b5fa68a8d813",45.52437,-73.58397,"Bar","Nightlife Spots","CafA Caprice",90,204,"Mile End","Le Plateau-Mont-Royal"
"3350","4b8f064af964a520474533e3",45.514782,-73.56545,"Cocktail","Nightlife Spots","La Distillerie No. 1",808,1275,"René-Lévesque","Ville-Marie"
"3351","4db8d5b34b22a2fe44e6465c",45.535484,-73.61932,"Fast Food","Food","McDonald's",223,435,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"3352","4ba2576bf964a52010ef37e3",45.5192,-73.56116,"Bike shop","Shops & Services","Bikurious",34,67,"René-Lévesque","Ville-Marie"
"3353","4ba802d3f964a52018c639e3",45.438587,-73.68965,"Gym","Shops & Services","Anergie Cardio Lachine",21,179,"Vieux-Lachine - Saint-Pierre","Lachine"
"3354","4dfb98fd636583516a4eefae",45.510174,-73.73361,"Library","Colleges & Universities","Bibliotheque de Saint-Laurent",1,1,"Bois-Francs","Saint-Laurent"
"3355","4b92cd53f964a5202c1d34e3",45.51523,-73.56567,"Hostel","Travel & Transport","Le Jazz St. Denis",40,90,"René-Lévesque","Ville-Marie"
"3357","4c7a9abb81bca093a4eb0015",45.52152,-73.589355,"Women's Store","Shops & Services","Myco Anna",8,10,"Mile End","Le Plateau-Mont-Royal"
"3358","4bb66d436edc76b05cec301c",45.536114,-73.60166,"Bakery","Food","Les P'tits Plaisirs",34,185,"Père-Marquette","Rosemont–La Petite-Patrie"
"3359","4bba1178cf2fc9b66c16a102",45.503986,-73.57054,"Asian","Food","ThaA  Express",41,128,"René-Lévesque","Ville-Marie"
"3360","4e08b2b945ddb2875c51f9d3",45.50696,-73.566666,"Jazz Club","Arts & Entertainment","Salle De Presse - Festival International De Jazz De Montreal 2011",3,6,"René-Lévesque","Ville-Marie"
"3362","4ad4c06df964a52062fa20e3",45.504276,-73.557915,"Chinese","Food","Papillon Bleu",47,66,"Vieux-Montréal","Ville-Marie"
"3363","4d4ca3777e686dcbb7352efa",45.533005,-73.61476,"Italian","Food","iSensi",15,20,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3364","4beb042a61aca593fa7e8400",45.50566,-73.55836,"Italian","Food","La Popessa",172,332,"René-Lévesque","Ville-Marie"
"3365","4c7d8ba6d461a143208b7df5",45.510426,-73.57498,"Sandwiches","Food","Subway",41,94,"Milton-Parc","Le Plateau-Mont-Royal"
"3366","4be2197421d5a593f9dc1511",45.33201,-73.28586,"Hotel","Travel & Transport","Holiday Inn Express",41,159,NA,NA
"3367","4ad4c06ef964a520d5fa20e3",45.53433,-73.61242,"Pizza","Food","Pizzeria Napoletana",656,952,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3368","4bad7bdef964a5206f553be3",45.52803,-73.59181,"Diner","Food","Salonica",24,32,"Parc-Laurier","Le Plateau-Mont-Royal"
"3369","4b0bee1af964a520da3423e3",45.572655,-73.59726,"Car Dealer","Shops & Services","Lombardi Honda",25,46,"Port-Maurice","Saint-Léonard"
"3370","4e596a2ca8098920b3bebf23",45.445976,-73.46751,"Skate Park","Outdoors & Recreation","Southparrk",3,3,NA,NA
"3371","4a96b8a9f964a520b92620e3",45.51708,-73.57958,"Lounge","Nightlife Spots","LaA ka",1124,4084,"Saint-Louis","Le Plateau-Mont-Royal"
"3372","4cc21b7b9141370407e7b155",45.538807,-73.56174,"Pizza","Food","Pizza Hut",11,19,"Lorimier","Le Plateau-Mont-Royal"
"3374","4b7aa910f964a520f3352fe3",45.46294,-73.566986,"Pharmacy","Shops & Services","Pharmacie Jean Coutu",60,227,"Verdun-Centre","Verdun"
"3376","4b5e159cf964a520cf7c29e3",45.5045,-73.57261,"Desserts","Food","Broadway Cheesecake Co.",161,338,"René-Lévesque","Ville-Marie"
"3377","4ad4c06ff964a52087fb20e3",45.50045,-73.522675,"Racetrack","Arts & Entertainment","Circuit Gilles Villeneuve",893,1576,"Vieux-Montréal","Ville-Marie"
"3378","4b1157ebf964a520a37a23e3",45.598022,-73.56778,"Food & Drink","Shops & Services","Les Halles d'Anjou",266,817,"Anjou","Anjou"
"3379","4e0a72738877bb041abc7d4c",45.462906,-73.81062,"Baseball Field","Outdoors & Recreation","Northview Park",5,12,"Pointe-Claire",NA
"3381","4b79ffecf964a5206a1e2fe3",45.50155,-73.513275,"City Hall","Professional & Other Places","HA tel de Ville de Saint-Lambert",19,373,NA,NA
"3382","4b9540fff964a520349834e3",45.505356,-73.57291,"Coffee Shop","Food","Java U",230,454,"René-Lévesque","Ville-Marie"
"3383","4c8ea5c0ef86ef3be285efab",45.521336,-73.57471,"Home","Residences","A la Maison",5,142,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3389","4d88e0bfd85f3704ac1ddbdb",45.49103,-73.66205,"Diner","Food","Restaurant Pare",4,4,"Mont-Royal",NA
"3390","4d48b4f711a36ea86c0a201c",45.48906,-73.58489,"Japanese","Food","Imadake Izakaya",519,877,"Westmount",NA
"3391","4dd54805d1649f0f04a105e8",45.506115,-73.55582,"Fast Food","Food","Montreal Smoked Meat",15,21,"Vieux-Montréal","Ville-Marie"
"3392","4c2bb54ed1a10f47885ef864",45.511326,-73.49362,"Coffee Shop","Food","Tim Hortons",77,399,NA,NA
"3393","4d581dee5ba054817dff0c46",45.539948,-73.61151,"Pool","Outdoors & Recreation","Piscine Saint-denis",13,124,"Père-Marquette","Rosemont–La Petite-Patrie"
"3395","4ba82ad3f964a520ffce39e3",45.532936,-73.65596,"Desserts","Food","Cocktail Antabli",104,149,"Nouveau-Bordeaux","Ahuntsic-Cartierville"
"3396","4ba40527f964a520767838e3",45.463364,-73.83214,"Apparel","Shops & Services","Banana Republic",37,53,"Pointe-Claire",NA
"3397","4e16172fd22d026fa7748904",45.533997,-73.61468,"Neighborhood","Outdoors & Recreation","Petite Italie \/ Little Italy",287,889,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3398","4b14360ef964a520499f23e3",45.521423,-73.57028,"Coworking Space","Professional & Other Places","ECTO COOP",51,194,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3400","4ae09422f964a5208b8021e3",45.496796,-73.57001,"Gastropub","Food","La Cage aux Sports",554,1232,"René-Lévesque","Ville-Marie"
"3404","4bf3178698ac0f474d7f62a8",45.52899,-73.555466,"Music Venue","Arts & Entertainment","Showmedia",27,170,"Sainte-Marie","Ville-Marie"
"3405","4c535ce2479fc928e6ee5491",45.536907,-73.61193,"Pharmacy","Shops & Services","Pharmaprix",75,208,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3407","4b391faaf964a520af5625e3",45.47652,-73.62186,"Boutique","Shops & Services","Buzz Jeans",13,47,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3408","4be2f4b3f07b0f4704a6f643",45.46874,-73.539566,"Cafeteria","Colleges & Universities","Cafeteria jaune",41,1064,"Ile-des-Soeurs","Verdun"
"3409","4b22c03af964a520e64c24e3",45.523567,-73.6009,"Grocery Store","Shops & Services","Latina",162,776,"Mile End","Le Plateau-Mont-Royal"
"3411","4bbfb2e9f8219c749f74b010",45.59807,-73.56666,"Chinese","Food","Grosse Nouille",12,60,"Anjou","Anjou"
"3412","4b0f3bb8f964a520a76023e3",45.523075,-73.58101,"Bookstore","Colleges & Universities","Renaud-Bray",479,1193,"Saint-Louis","Le Plateau-Mont-Royal"
"3413","4ad4c069f964a520aef820e3",45.49991,-73.57811,"Hotel","Travel & Transport","Ritz-Carlton MontrAal",154,213,"René-Lévesque","Ville-Marie"
"3414","4b438022f964a520cde125e3",45.498737,-73.57414,"Strip Club","Nightlife Spots","Le Gentlemen's Choice",13,13,"René-Lévesque","Ville-Marie"
"3416","4e24d9b91495950e5bdabc28",45.542908,-73.57726,"Arts & Entertainment","Arts & Entertainment","Les Editions Les200",1,13,"Vieux-Rosemont","Rosemont–La Petite-Patrie"
"3418","4ac7af80f964a5201bb920e3",45.500042,-73.57517,"Steakhouse","Food","Firegrill",353,481,"René-Lévesque","Ville-Marie"
"3419","4d9ca797a695721ecbf6ff0c",45.598,-73.62883,"Dentist's Office","Professional & Other Places","Centre Dentaire PichA CA tA Gladu Nadon",5,7,"Centre","Montréal-Nord"
"3420","4dc2a08eae60966750ae4741",45.49757,-73.5712,"Convention Center","Professional & Other Places","Inclusion Works '11",1,1,"René-Lévesque","Ville-Marie"
"3421","4d93a5b745ae54814612f3eb",45.500412,-73.558495,"Apparel","Shops & Services","G-Star Raw",5,54,"Vieux-Montréal","Ville-Marie"
"3422","4c1b9921eac020a1781345c2",45.50442,-73.57136,"Design","Shops & Services","Mobilier Avant Scene",6,12,"René-Lévesque","Ville-Marie"
"3423","4bb693fb6edc76b08e32311c",45.53417,-73.498116,"Ice Cream","Food","Bar Laitier La Frizette",18,25,NA,NA
"3424","4e6e9c5d52b1ebdc1f5a0405",45.513954,-73.55732,"Other Outdoors","Outdoors & Recreation","FAate De La Mi-Automne",2,2,"René-Lévesque","Ville-Marie"
"3425","4e4d773388775b38b216e311",45.479725,-73.57297,"Park","Outdoors & Recreation","Draftfcb Summer Party 2011",4,4,"Pointe-Saint-Charles","Le Sud-Ouest"
"3426","4ad4c06ef964a520d0fa20e3",45.497322,-73.57127,"French","Food","DECCA77",231,292,"René-Lévesque","Ville-Marie"
"3427","4cbd88d6f50e224b84f704fc",45.457703,-73.75318,"Gate","Travel & Transport","Gate 73",75,86,"Dorval",NA
"3428","4c5d88b494fd0f477b9bcb45",45.564728,-73.57062,"Church","Professional & Other Places","Centre Il Est Acrit",3,19,"Marie-Victorin","Rosemont–La Petite-Patrie"
"3429","4c714f0c932aef3bb51f2877",45.43903,-73.6187,"Grocery Store","Shops & Services","Club EntrepA t",14,31,"Sault-Saint-Louis","LaSalle"
"3430","4c46d1c4417b20a1d793dba9",45.458538,-73.74507,"Gate","Travel & Transport","Gate 9",187,260,"Dorval",NA
"3432","4e040a6c8877fc58724d280e",45.5157,-73.61928,"Bike","Travel & Transport","Station BIXI",3,4,"Outremont","Outremont"
"3433","4b0c9622f964a520b33f23e3",45.5081,-73.55294,"Ice Cream","Food","Ben & Jerry's",169,210,"Vieux-Montréal","Ville-Marie"
"3435","4bc3a04fb492d13afe08a960",45.537815,-73.492966,"Gym","Shops & Services","Gym Ben Weider",13,77,NA,NA
"3436","4dcf2797c65bdac71374ee3d",45.547894,-73.54323,"French","Food","Les Canailles",184,276,"Préfontaine","Mercier–Hochelaga-Maisonneuve"
"3437","4b9116e0f964a5203ba333e3",45.499035,-73.5741,"Arcade","Arts & Entertainment","Bureau de Post",8,35,"René-Lévesque","Ville-Marie"
"3439","4b7718bef964a520f87c2ee3",45.44065,-73.88681,"Coffee Shop","Food","Tim Hortons",173,459,"Kirkland",NA
"3440","4d371c62e4b4a093ea2c2a36",45.535027,-73.61715,"Coffee Shop","Food","Vortex CoffeeShop",13,98,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3441","4db875590cb6ddfae4215187",45.49984,-73.57248,"Rental Car","Travel & Transport","Autoplateau Location",1,1,"René-Lévesque","Ville-Marie"
"3442","4b802b4ef964a520c95830e3",45.522606,-73.58406,"Bookstore","Colleges & Universities","Librairie Le port de tAate",61,101,"Saint-Louis","Le Plateau-Mont-Royal"
"3444","4b7ad25ef964a520c63e2fe3",45.523964,-73.594635,"Indian","Food","La Porte de L'Inde",46,56,"Mile End","Le Plateau-Mont-Royal"
"3448","4c1154826e5dc9b645eaaf2d",45.539333,-73.73492,"Pharmacy","Shops & Services","Pharmaprix",21,35,NA,NA
"3449","4d73e238946b6dcb91b4527a",45.460484,-73.57322,"Church","Professional & Other Places","Montreal Korean Church",3,7,"Verdun-Centre","Verdun"
"3450","4bd1d795046076b08a9b7271",45.533295,-73.61037,"Jewelry","Shops & Services","Bijouterie Italienne",10,29,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3451","4bf7ff78d4cdb71357ad84fe",45.453117,-73.83928,"Academic Building","Colleges & Universities","Kuper Academy - Mini",6,69,"Kirkland",NA
"3452","4bda33c23904a593a5a8459e",45.58744,-73.54023,"Sushi","Food","Ronda Sushi",11,24,"Longue-Pointe","Mercier–Hochelaga-Maisonneuve"
"3453","4cc8d92ab3f5224bc08df120",45.655922,-73.51124,"Gym","Shops & Services","Energie Cardio (P.A.T.)",18,143,"Pointe-aux-Trembles","Rivière-des-Prairies–Pointe-aux-Trembles"
"3454","4c977d67bc279c74bd346f53",45.441013,-73.47224,"Automotive","Shops & Services","Groupe Park Avenue",3,3,NA,NA
"3456","4e1c941ad4c0761fec57afe2",45.555153,-73.541336,"Home","Residences","Mom Ancien Appartement",1,1,"Maisonneuve","Mercier–Hochelaga-Maisonneuve"
"3457","4b3bab8cf964a520727825e3",45.455254,-73.57197,"Pharmacy","Shops & Services","Pharmacie Jean Coutu",52,136,"Verdun-Centre","Verdun"
"3459","4b4f5dfbf964a5206e0327e3",45.494625,-73.63325,"Coffee Shop","Food","Second Cup",74,399,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3465","4c558489728920a1a2c88c84",45.47733,-73.60526,"Apparel","Shops & Services","American Apparel",36,70,"Westmount",NA
"3466","4bbf536eba9776b069e5fec8",45.43619,-73.60593,"Academic Building","Colleges & Universities","CAgep AndrA-Laurendeau",86,439,"Sault-Saint-Louis","LaSalle"
"3468","4cf94efac51fa1cdb3cfd92b",45.50785,-73.578835,"Gay Bar","Nightlife Spots","The Swedish Embassy",2,4,"Milton-Parc","Le Plateau-Mont-Royal"
"3469","4ad4c06bf964a52041f920e3",45.501553,-73.562256,"Lounge","Nightlife Spots","Plateau Lounge",251,603,"René-Lévesque","Ville-Marie"
"3470","4cb3be9c75ebb60c3a58dead",45.463844,-73.84365,"Park","Outdoors & Recreation","Hermitage Park",31,199,"Pointe-Claire",NA
"3471","4c60a0b4b6f3be9a0de35f73",45.52536,-73.58152,"Bookstore","Colleges & Universities","L'Achange",105,182,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3472","4b82b75bf964a52016e030e3",45.507385,-73.560455,"Chinese","Food","La LAgende",109,249,"René-Lévesque","Ville-Marie"
"3473","4c654673c74c1b8dbf99b383",45.596714,-73.558876,"American","Food","Gringos",31,62,"Anjou","Anjou"
"3474","4b2d434bf964a52096d224e3",45.442345,-73.622536,"Grocery Store","Shops & Services","Super C",48,117,"Cecil-P.-Newman","LaSalle"
"3476","4dc06b6793a0b5a1562bb323",45.51898,-73.5843,"Student Center","Colleges & Universities","FEUQ",22,168,"Saint-Louis","Le Plateau-Mont-Royal"
"3477","4cb8fd6023a4199c4918ed89",45.67146,-73.42949,"Candy Store","Shops & Services","Caramel Bonbons et Chocolat",1,7,NA,NA
"3478","4ad4c06bf964a5203cf920e3",45.504105,-73.55453,"French","Food","Verses Restaurant",270,440,"Vieux-Montréal","Ville-Marie"
"3479","4ad4c06df964a52036fa20e3",45.495808,-73.55323,"Italian","Food","Da Emma",192,232,"Vieux-Montréal","Ville-Marie"
"3480","4e12e2398877ac23b66d4e16",45.46308,-73.57577,"Bus","Travel & Transport","Bus Stop 56562",3,13,"Verdun-Centre","Verdun"
