"","venue_id","lat","lon","cat","top_cat","name","users","checkins","nom_qr","nom_arr"
"9528","4c865b2e51ada1cda94f3f10",45.56382,-73.71336,"Candy Store","Shops & Services","Le Logix - condos \/ investissements",13,204,NA,NA
"9529","4bb60f49941ad13ab7d01ee3",45.579,-73.6868,"Park","Outdoors & Recreation","Parc Chennier",15,65,NA,NA
"9530","4c0926e3009a0f473537e7bf",45.49691,-73.55573,"Eastern European","Food","Megabytes",29,86,"Vieux-Montréal","Ville-Marie"
"9531","4d3f1e6b8edf3704cfc3caa5",45.502182,-73.56062,"Sculpture","Outdoors & Recreation","Le Mur de Berlin",10,27,"Vieux-Montréal","Ville-Marie"
"9532","4b339725f964a5201d1b25e3",45.477787,-73.60466,"Apparel","Shops & Services","The North Face",38,41,"Westmount",NA
"9533","4c4b447ff7cc1b8d2b67a83f",45.516136,-73.52767,"Racetrack","Arts & Entertainment","16e International Dragon Boat Festival - 2011",11,17,"Vieux-Montréal","Ville-Marie"
"9534","4af30f9af964a52032ea21e3",45.52389,-73.59467,"Desserts","Food","Kg Delices",64,74,"Mile End","Le Plateau-Mont-Royal"
"9535","4b2ea592f964a52037e424e3",45.476334,-73.622086,"Coffee Shop","Food","Starbucks",358,1690,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9537","4aea1146f964a5200cb921e3",45.52394,-73.60068,"Gourmet","Shops & Services","Chocolats GeneviA ve Grandbois",48,79,"Mile End","Le Plateau-Mont-Royal"
"9538","4c2cc27a8ef52d7f7a6333ba",45.492256,-73.70968,"Coffee Shop","Food","Tim Hortons",195,695,"Bois-Francs","Saint-Laurent"
"9539","4b53d226f964a5205fac27e3",45.50076,-73.63129,"Fast Food","Food","McDonald's",202,391,"Parc-Kent","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9542","4c71c9a9ad69b60c6d0c82b9",45.534546,-73.59957,"Tapas","Food","La BAatise",64,82,"Père-Marquette","Rosemont–La Petite-Patrie"
"9544","4ded738b45dd3aa41d667fd0",45.523712,-73.58233,"Ice Cream","Food","crA merie  meumeu",48,57,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"9545","4d94b411e923721eb59372fe",45.5241,-73.7751,"Flower Shop","Shops & Services","Charbonneau L'expert",19,295,NA,NA
"9546","4ae1248bf964a5207b8521e3",45.4866,-73.79819,"Desserts","Food","Rockaberry",135,364,"Dollard-Des Ormeaux",NA
"9549","4d5076713626a093f6ae1abd",45.513653,-73.55795,"Classroom","Colleges & Universities","Chaire de Recherche du Canada en ThAorie de la Connaissance",3,26,"René-Lévesque","Ville-Marie"
"9550","4cbf09467dc9a0937f6c36f5",45.442326,-73.65088,"Hot Dogs","Food","Restaurant Lafleur",59,96,"Vieux-Lachine - Saint-Pierre","Lachine"
"9551","4dc167fa1f6e7441cf4cc7a7",45.458454,-73.749855,"Plane","Travel & Transport","Air Transat",24,67,"Dorval",NA
"9552","4ab772a8f964a520ea7920e3",45.505116,-73.56822,"Tech Startup","Professional & Other Places","Praized HQ",21,510,"René-Lévesque","Ville-Marie"
"9554","4c0a95bd009a0f470ea7e9bf",45.48388,-73.62993,"Vietnamese","Food","Pho 88",51,92,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9555","4d6393e603e2721ec4480f2f",45.49115,-73.63265,"Home","Residences","Lakay",1,8,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9556","4b902465f964a5202e7833e3",45.46324,-73.61705,"Fast Food","Food","Dic Ann's NDG",67,141,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9557","4babef3ef964a520e6d63ae3",45.425587,-73.9347,"Zoo","Arts & Entertainment","Zoo Ecomuseum",99,168,"Sainte-Anne-de-Bellevue",NA
"9559","4bc9fef9fb84c9b6351c1c3e",45.476444,-73.62238,"Coffee Shop","Food","Second Cup",171,405,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9561","4b53d9b6f964a52022ad27e3",45.492504,-73.58117,"Bar","Nightlife Spots","Cafe Cine Express",108,174,"Montagne","Ville-Marie"
"9564","4b589c32f964a5201d6128e3",45.49551,-73.65378,"Burgers","Food","Harvey's",136,215,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9566","4d001104ba1da1cd8e8f8628",45.477226,-73.7019,"American","Food","Zmaya",4,7,"Bois-Francs","Saint-Laurent"
"9568","4de3c1af52b1d38d298ce63a",45.4573,-73.75381,"Plane","Travel & Transport","On A Plane",38,69,"Dorval",NA
"9569","4deaa7f345dd3993a8925844",45.480488,-73.5667,"Convenience Stores","Shops & Services","Depanneur Bonisoir",1,1,"Pointe-Saint-Charles","Le Sud-Ouest"
"9572","4db9ec53f7b144688fed658a",45.458153,-73.74506,"Plane","Travel & Transport","AC439",2,2,"Dorval",NA
"9573","4cb0ef33db32f04d6f44c44d",45.498135,-73.626274,"Pub","Nightlife Spots","CafA-bar Grande Gueule",26,60,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9574","4c7ecf49fb74236a2f4df8b9",45.504444,-73.57337,"University","Colleges & Universities","688 Sherbrooke",104,345,"René-Lévesque","Ville-Marie"
"9575","4d8924914757721e6def9b69",45.627766,-73.5967,"Grocery Store","Shops & Services","Maxi & Cie",45,397,"Marc-Aurèle-Fortin","Rivière-des-Prairies–Pointe-aux-Trembles"
"9576","4b1aed66f964a520d6f423e3",45.517376,-73.59088,"Mexican","Food","El Zaziummm",95,114,"Mile End","Le Plateau-Mont-Royal"
"9578","4b2fd9e2f964a52032f124e3",45.502823,-73.56621,"Coffee Shop","Food","Tim Hortons",307,937,"René-Lévesque","Ville-Marie"
"9582","4d6a267dfd7ea35ddaa2ae4a",45.520096,-73.58638,"Middle Eastern","Food","Sara - Cuisine Libanaise",56,103,"Saint-Louis","Le Plateau-Mont-Royal"
"9583","4d8d4fe8d00a6ea829da9f4f",45.515087,-73.5598,"Strip Club","Nightlife Spots","Degrise HM 2011",2,6,"René-Lévesque","Ville-Marie"
"9584","4bac0813f964a52071df3ae3",45.45923,-73.754654,"Plane","Travel & Transport","Air Canada",36,53,"Dorval",NA
"9586","4bc62d0804e8b713ed91352d",45.50343,-73.50473,"Skating Rink","Outdoors & Recreation","ArAna Eric Sharp",25,193,NA,NA
"9587","4d8ab6184757721ec69cbd69",45.539318,-73.63113,"Home","Residences","Home Sweet Home",2,61,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"9588","4b109753f964a520607323e3",45.462536,-73.621635,"Korean","Food","Kagopa",25,43,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9589","4b0f66a5f964a520096223e3",45.527325,-73.5799,"Diner","Food","Mont-Royal Hot Dog",285,554,"Parc-Laurier","Le Plateau-Mont-Royal"
"9590","4dd6b6da8877f1150fd7b52a",45.518612,-73.49946,"Pizza","Food","Mamma Nina Pizza",2,78,NA,NA
"9591","4b33abcff964a5208a1c25e3",45.566837,-73.58964,"Wine Shop","Shops & Services","SAQ SAlection",42,64,"François-Perrault","Villeray–Saint-Michel–Parc-Extension"
"9593","4ad4c06bf964a52063f920e3",45.51213,-73.568924,"Lounge","Nightlife Spots","Suco Resto Lounge",126,163,"René-Lévesque","Ville-Marie"
"9594","4cd5bca5dfb4a1cd06195b5c",45.504414,-73.55443,"Boutique","Shops & Services","Delanoe Design",11,16,"Vieux-Montréal","Ville-Marie"
"9599","4e0f52e0d22d8582bdc7e278",45.51922,-73.59625,"Bookstore","Colleges & Universities","Multimags",22,48,"Mile End","Le Plateau-Mont-Royal"
"9600","4b800071f964a520f84930e3",45.547386,-73.64762,"Other Outdoors","Outdoors & Recreation","Parc Henri-Julien",51,523,"Saint-Sulpice","Ahuntsic-Cartierville"
"9602","4bb3cbab2397b7138ba338b3",45.453583,-73.574486,"Home","Residences","<3 Home",4,122,"Desmarchais-Crawford","Verdun"
"9603","4bb8875d7421a593e7d8c140",45.49491,-73.500694,"Fast Food","Food","McDonalds",97,435,NA,NA
"9604","4bcb399c0687ef3b7c39ddcc",45.508793,-73.555305,"Home","Residences","La Caserne",7,70,"Vieux-Montréal","Ville-Marie"
"9605","4e4ad46c922ef8d794f4337a",45.497833,-73.57703,"Event Space","Professional & Other Places","ford focus @ Le Festival Ford Racing",8,11,"René-Lévesque","Ville-Marie"
"9606","4dce975622718eed7a3b6a5b",45.45898,-73.62732,"Hardware","Shops & Services","Portes et fenAatres Verdun",5,5,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9607","4ad4c06bf964a520a4f920e3",45.509865,-73.563515,"Strip Club","Nightlife Spots","CafA ClAopAtre",151,196,"René-Lévesque","Ville-Marie"
"9608","4d1cb5351356224b97a511be",45.487335,-73.590096,"Medical","Professional & Other Places","Elite Laser",6,22,"Westmount",NA
"9609","4e14be6bae60fe00dfe216d9",45.45374,-73.64125,"Home","Residences","Tyler's pad",1,1,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9610","4ad4c06bf964a520a3f920e3",45.497692,-73.57661,"Nightclub","Nightlife Spots","Club Seven",35,36,"René-Lévesque","Ville-Marie"
"9611","4bad09e5f964a5203a273be3",45.428833,-73.82638,"Pizza","Food","Gigi's Pizza",43,58,"Pointe-Claire",NA
"9612","4d6526cab470a1430fa822fe",45.493732,-73.5589,"Automotive","Shops & Services","Colborne Car Wash",23,40,"Petite-Bourgogne","Le Sud-Ouest"
"9614","4daa23881e72c1ab9bee2285",45.5152,-73.56094,"Lab","Colleges & Universities","UQAM - Salle Tokyo",3,28,"René-Lévesque","Ville-Marie"
"9616","4ada725bf964a520a42221e3",45.524075,-73.58321,"French","Food","Bistro Justine",48,59,"Mile End","Le Plateau-Mont-Royal"
"9620","4be5a051d4f7c9b664a52520",45.502132,-73.57018,"Apparel","Shops & Services","Lucky Brand Jeans",26,29,"René-Lévesque","Ville-Marie"
"9623","4ad4c06ff964a5202dfb20e3",45.499325,-73.57874,"Accessories","Shops & Services","Holt Renfrew",645,1386,"René-Lévesque","Ville-Marie"
"9625","4b988e97f964a520f34635e3",45.49853,-73.57629,"Strip Club","Nightlife Spots","Club Wanda's",98,134,"René-Lévesque","Ville-Marie"
"9627","4b1070cef964a520767023e3",45.559196,-73.68389,"Skating Rink","Outdoors & Recreation","ArAna Cartier",41,157,NA,NA
"9628","4bed60a8e3562d7f19e3fef8",45.753826,-73.46185,"Classroom","Colleges & Universities","Acole Entramis",6,22,NA,NA
"9629","4b2ac04ef964a520e3ae24e3",45.524433,-73.58158,"Bus Station","Travel & Transport","STM Ligne 97 Mont-Royal",155,749,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"9631","4b7cb5c2f964a52064a22fe3",45.51957,-73.55776,"Gourmet","Shops & Services","Gourmet Frutti",28,165,"Sainte-Marie","Ville-Marie"
"9632","4ba2daa7f964a520501e38e3",45.565643,-73.553474,"Hotel","Travel & Transport","Hotel Universel",60,97,"Maisonneuve","Mercier–Hochelaga-Maisonneuve"
"9633","4b7b18cef964a52037512fe3",45.501225,-73.55494,"Record Shop","Shops & Services","Boogie Studio",97,305,"Vieux-Montréal","Ville-Marie"
"9634","4ba1a4bff964a52078c537e3",45.49989,-73.560555,"Home","Residences","Lowney 3 & 4",40,2407,"Vieux-Montréal","Ville-Marie"
"9635","4c221a15497cb713d4df6cd8",45.543983,-73.57403,"Music Venue","Arts & Entertainment","L'Autre Saint-Jean",52,59,"Vieux-Rosemont","Rosemont–La Petite-Patrie"
"9636","4d8282e47890224bfc744c2b",45.495953,-73.57982,"French","Food","Comptoir du Chef",13,47,"René-Lévesque","Ville-Marie"
"9637","4c749877613f76b0a4a4a02a",45.530777,-73.5696,"Church","Professional & Other Places","Aglise ImmaculAe-Conception",29,50,"Lorimier","Le Plateau-Mont-Royal"
"9638","4ad4c06df964a5208efa20e3",45.514946,-73.57463,"Chinese","Food","Juste Nouilles",135,252,"Saint-Louis","Le Plateau-Mont-Royal"
"9640","4ba02d01f964a520905f37e3",45.548172,-73.61068,"Theater","Arts & Entertainment","ThAAtre Aux Ecuries",33,315,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"9641","4df4c0ddd22d8c5470e2230f",45.405693,-73.92234,"Pool","Outdoors & Recreation","Baie D'urfe Pool",9,10,"Baie-D'Urfé",NA
"9642","4c953f9758d4b60cc5ab3029",45.581696,-73.593445,"Italian","Food","Gallo Nero",26,27,"Port-Maurice","Saint-Léonard"
"9643","4e243105c65b2b5e3561c15e",45.457848,-73.74948,"Tech Startup","Professional & Other Places","ARINC.",3,74,"Dorval",NA
"9644","4b9adbcaf964a520e6dc35e3",45.50127,-73.57185,"Shoes","Shops & Services","Foot Locker",85,105,"René-Lévesque","Ville-Marie"
"9645","4e07a82f814da2255b47bc5a",45.52315,-73.58704,"Home","Residences","Le Squatt MontrAalais",1,4,"Mile End","Le Plateau-Mont-Royal"
"9646","4dbda9135da3ff58ec688bda",45.56472,-73.6203,"Scenic Lookout","Outdoors & Recreation","Carriere Miron",8,86,"Sainte-Lucie","Villeray–Saint-Michel–Parc-Extension"
"9649","4ce5b105f86537045cd29dc4",45.545746,-73.59426,"Vietnamese","Food","Chez Lien Plus",9,13,"Louis-Hébert","Rosemont–La Petite-Patrie"
"9650","4bc7963515a7ef3bfab379da",45.35088,-73.27386,"Home","Residences","Mcguire Home",8,78,NA,NA
"9651","4c792cfd93ef236a5484ae0f",45.449417,-73.78209,"Bridge","Outdoors & Recreation","Valois Overpass",34,399,"Pointe-Claire",NA
"9652","4b0e0ba0f964a520585423e3",45.519657,-73.5861,"Design","Shops & Services","Acorce Atelier CrAatif",51,539,"Saint-Louis","Le Plateau-Mont-Royal"
"9653","4b6c5b57f964a52049332ce3",45.40333,-73.95074,"Bar","Nightlife Spots","Cunningham's",142,255,"Sainte-Anne-de-Bellevue",NA
"9654","4ad4c06bf964a52036f920e3",45.49649,-73.5746,"Dive Bar","Nightlife Spots","Mad Hatter",354,632,"René-Lévesque","Ville-Marie"
"9655","4de418ac8877bcb6866c08d6",45.496212,-73.57885,"Student Center","Colleges & Universities","2110 Centre For Gender Advocacy",4,63,"René-Lévesque","Ville-Marie"
"9657","4c9f59c203133704fb3f71d5",45.540108,-73.61744,"Church","Professional & Other Places","Saint Georges Antiochian Orthodox Church",7,14,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"9658","4b33c667f964a520e81e25e3",45.53854,-73.614914,"Pharmacy","Shops & Services","Pharmacie Jean Coutu",63,298,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"9659","4c2e001e3a4d0f47f3c0e486",45.6479,-73.512634,"Automotive","Shops & Services","Houle Scion",11,49,"Pointe-aux-Trembles","Rivière-des-Prairies–Pointe-aux-Trembles"
"9660","4ad4c06af964a5200df920e3",45.49664,-73.574455,"Brewery","Food","Brutopia",1425,2683,"René-Lévesque","Ville-Marie"
"9662","4b5c6b5ff964a520fa2e29e3",45.44623,-73.60376,"Subway","Travel & Transport","STM Station Angrignon",288,2651,"Ville-Émard","Le Sud-Ouest"
"9663","4ad64521f964a520380621e3",45.509132,-73.57172,"Bus Station","Travel & Transport","STM Ligne 435 Express Du Parc\/CA te-des-Neiges",104,645,"Milton-Parc","Le Plateau-Mont-Royal"
"9664","4b4cd3dcf964a52084c026e3",45.50277,-73.57603,"Academic Building","Colleges & Universities","Bronfman Building",145,698,"Montagne","Ville-Marie"
"9665","4ccc7d69b571b60cf739d365",45.49099,-73.58477,"Sandwiches","Food","Casse-CroAte",18,30,"Montagne","Ville-Marie"
"9666","4b9dcd13f964a52053be36e3",45.48913,-73.6305,"Playground","Outdoors & Recreation","playground",8,12,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9668","4d5b12b061393704ba5ccec6",45.45346,-73.58051,"Student Center","Colleges & Universities","Centre d'Aducation des adultes Champlain",8,33,"Desmarchais-Crawford","Verdun"
"9669","4c1c40d4b9f876b077bb7b46",45.719948,-73.49066,"Cocktail","Nightlife Spots","Living Supper Club",38,51,NA,NA
"9670","4bafa289f964a5203e123ce3",45.456097,-73.87413,"Ice Cream","Food","La Dolce Vita",18,29,"Kirkland",NA
"9672","4d7d5c8c34f7721e3cdfd625",45.445,-73.8464,"Home","Residences","Oana's",4,19,"Beaconsfield",NA
"9674","4c1e71e98b3aa5930c199c5f",45.712643,-73.51229,"Liquor Store","Shops & Services","SAQ Classique",28,126,NA,NA
"9677","4b1a9e43f964a5208eed23e3",45.497143,-73.58006,"Vietnamese","Food","Ba-Le",18,57,"René-Lévesque","Ville-Marie"
"9678","4bca33170687ef3b2f8adbcc",45.485283,-73.801735,"Greek","Food","Panama",32,48,"Dollard-Des Ormeaux",NA
"9679","4b2196def964a5207f3e24e3",45.530323,-73.57691,"Thai","Food","La Maison Thai",61,93,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"9680","4d8aac017d4c548138e86e71",45.501812,-73.55965,"Tech Startup","Professional & Other Places","Evocatio Solutions technologiques Inc",10,132,"Vieux-Montréal","Ville-Marie"
"9681","4d8364ab8de9721e86ce1a51",45.557167,-73.659706,"Grocery Store","Shops & Services","IGA",31,83,"Sault-au-Récollet","Ahuntsic-Cartierville"
"9683","4b6a5023f964a520d8d12be3",45.51205,-73.672195,"Classroom","Colleges & Universities","CAgep de Saint-Laurent",88,418,"Chameran/Montpellier","Saint-Laurent"
"9684","4df407b91850de4d97aa9c76",45.46186,-73.5928,"Food & Drink","Shops & Services","Villeneuve Robert Epicerie",3,36,"Côte-Saint-Paul","Le Sud-Ouest"
"9687","4bcf9c72a8b3a593afa3625f",45.589306,-73.636,"Ice Cream","Food","Dairy Queen",27,59,"Ouest","Montréal-Nord"
"9689","4bd34ed5a8b3a5931ea6695f",45.4445,-73.439766,"Fish Market","Shops & Services","Odessa Dix30",12,15,NA,NA
"9690","4af8dda8f964a520581022e3",45.50561,-73.55752,"Hotel","Travel & Transport","Le Place d'Armes HA tel & Suites",493,942,"Vieux-Montréal","Ville-Marie"
"9691","4b1a99c6f964a52026ed23e3",45.5338,-73.71722,"Diner","Food","Restaurant Casse-CroAte Paulo & Suzanne",108,209,"Cartierville","Ahuntsic-Cartierville"
"9694","4b1abe33f964a520c6f023e3",45.484295,-73.69502,"Steakhouse","Food","Le BifthA que",72,102,"Bois-Francs","Saint-Laurent"
"9697","4d91ef73270e6ea8eaf15dff",45.50487,-73.571335,"Bus","Travel & Transport","Autobus 168 Depart",25,308,"René-Lévesque","Ville-Marie"
"9698","4b12fc7df964a520299223e3",45.479256,-73.596565,"Skating Rink","Outdoors & Recreation","Westmount Arena",34,99,"Westmount",NA
"9700","4c7abba04dc1ef3b6596359e",45.47142,-73.634964,"Convenience Stores","Shops & Services","Couche-Tard",18,71,"Loyola","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9701","4be47ec8bcef2d7fe9a202e5",45.495113,-73.70527,"Gastropub","Food","Cage aux sports Cote-Vertu",229,342,"Bois-Francs","Saint-Laurent"
"9702","4c79e01fa86837046d4b124d",45.48389,-73.57744,"Bike","Travel & Transport","Station BIXI",15,74,"Petite-Bourgogne","Le Sud-Ouest"
"9705","4e17c272d4c062b044e1ea74",45.519516,-73.56238,"Home","Residences","Dans le lit de Steve",6,20,"René-Lévesque","Ville-Marie"
"9707","4d5ac97835966dcb183e6528",45.499336,-73.55751,"Coworking Space","Professional & Other Places","Place St-Paul",10,188,"Vieux-Montréal","Ville-Marie"
"9708","4c005efb9cf52d7f43af13e7",45.523582,-73.58212,"Sporting Goods","Shops & Services","Boutique courir",118,306,"Saint-Louis","Le Plateau-Mont-Royal"
"9709","4ad4c06ef964a520fffa20e3",45.599808,-73.610245,"Movie Theater","Arts & Entertainment","MAga-Plex Guzzo Lacordaire 16",200,327,"Grande-Prairie","Saint-Léonard"
"9710","4b8f4617f964a520ff4f33e3",45.51321,-73.57134,"Movie Theater","Arts & Entertainment","CinAma ParallA le",97,164,"Milton-Parc","Le Plateau-Mont-Royal"
"9711","4da0ab4a22a5f04d066bea54",45.525143,-73.61056,"Park","Outdoors & Recreation","Parc Toto-Bissainthe",6,8,"Mile End","Le Plateau-Mont-Royal"
"9712","4deba219c65be8091dc4797d",45.488018,-73.57644,"Church","Professional & Other Places","Shady Noon",1,3,"Petite-Bourgogne","Le Sud-Ouest"
"9713","4da0bc5c63b5a35d0778d819",45.521336,-73.57471,"Home","Residences","La Cache A  Nick",4,20,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"9714","4b9ecceaf964a520e50237e3",45.45137,-73.79302,"Pool","Outdoors & Recreation","Piscine Valois Pool",13,231,"Pointe-Claire",NA
"9717","4c1d0d2a63750f47ba8fb767",45.33069,-73.28064,"Liquor Store","Shops & Services","SAQ",31,79,NA,NA
"9718","4beb1b3562c0c9283cb5e1d4",45.46672,-73.540726,"Bus","Travel & Transport","Autobus 168",40,482,"Ile-des-Soeurs","Verdun"
"9719","4c0e6db32466a593c4027921",45.49604,-73.57503,"Tanning Salon","Shops & Services","Bronzage Bishop",13,49,"René-Lévesque","Ville-Marie"
"9721","4bc649eff360ef3bc77edb2d",45.487762,-73.58662,"Japanese","Food","Kaizen Sushi Bar & Restaurant",252,497,"Westmount",NA
"9722","4d9506189079b1f7b299d809",45.599358,-73.63869,"French","Food","Restaurant Max Rupp",2,2,"Centre","Montréal-Nord"
"9723","4ade4199f964a5205d7421e3",45.502216,-73.57182,"Gym","Shops & Services","Nautilus Plus",252,3118,"René-Lévesque","Ville-Marie"
"9725","4c168afb1b5cef3be985eec4",45.501133,-73.57186,"Boutique","Shops & Services","D-Tox",17,30,"René-Lévesque","Ville-Marie"
"9727","4b895877f964a5208c2d32e3",45.59333,-73.575005,"Hardware","Shops & Services","Canadian Tire",159,279,"Grande-Prairie","Saint-Léonard"
"9729","4b92bc7ff964a520bb1634e3",45.43718,-73.688484,"Liquor Store","Shops & Services","SAQ Lachine",43,63,"Vieux-Lachine - Saint-Pierre","Lachine"
"9730","4ad4c06bf964a5205bf920e3",45.494793,-73.578636,"Sports Bar","Nightlife Spots","Fats Billiards Pub",60,112,"Montagne","Ville-Marie"
"9731","4b49e5c7f964a520947526e3",45.477955,-73.583336,"Grocery Store","Shops & Services","IGA",171,1214,"Saint-Henri","Le Sud-Ouest"
"9732","4d95cea8d7366a31a14cf20a",45.496994,-73.57823,"University","Colleges & Universities","Welcome Centre",23,166,"René-Lévesque","Ville-Marie"
"9735","4ad4c06cf964a520f0f920e3",45.595043,-73.510056,"Park","Outdoors & Recreation","Promenade La Bellerive",84,272,"Beaurivage","Mercier–Hochelaga-Maisonneuve"
"9736","4bdb62bf63c5c9b606b72768",45.48248,-73.630264,"Greek","Food","Yia sou",52,136,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9737","4c72fde04bc4236ae3d0cc7a",45.484848,-73.60902,"Neighborhood","Outdoors & Recreation","Westmount",135,1115,"Westmount",NA
"9738","4b5312a9f964a520218e27e3",45.449684,-73.81362,"Pool","Outdoors & Recreation","Malcolm-Knox Aquatic Center",65,372,"Pointe-Claire",NA
"9739","4b571b47f964a520a82628e3",45.503963,-73.56605,"Academic Building","Colleges & Universities","SAJE",44,187,"René-Lévesque","Ville-Marie"
"9740","4bb6b7e91344b713f2009e04",45.51775,-73.55689,"Strip Club","Nightlife Spots","Campus",204,394,"Sainte-Marie","Ville-Marie"
"9741","4b47a1eaf964a5203c3826e3",45.495346,-73.563705,"Bar","Nightlife Spots","Resto-Pub 100 GAnies",138,467,"Vieux-Montréal","Ville-Marie"
"9745","4ba52b70f964a52013e738e3",45.528824,-73.5784,"Tea Room","Food","DAVIDsTEA",309,594,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"9746","4e02bc8d152032d52cfae245",45.518257,-73.55115,"Comedy Club","Arts & Entertainment","Comptoir d'accueil",22,50,"Sainte-Marie","Ville-Marie"
"9747","4c12bb65b7b9c9280a59a837",45.497562,-73.57533,"Shoes","Shops & Services","Steve Madden",83,106,"René-Lévesque","Ville-Marie"
"9748","4b5a02cff964a52086a728e3",45.476543,-73.60633,"Sandwiches","Food","Dagwoods",113,407,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"9749","4c3f4a36d7fad13a1a4a04da",45.72434,-73.50317,"Italian","Food","Pasta Tutti Giorni",22,35,NA,NA
"9750","4ad4c06cf964a520f8f920e3",45.50877,-73.55328,"History Museum","Arts & Entertainment","ChAteau Ramezay",102,140,"Vieux-Montréal","Ville-Marie"
"9752","4b06d1ccf964a520d2f022e3",45.514683,-73.65598,"Other Outdoors","Outdoors & Recreation","Town of Mont-Royal",113,867,"Mont-Royal",NA
"9753","4b15aabbf964a5201eb223e3",45.516857,-73.57885,"Theater","Arts & Entertainment","MainLine Theatre",152,494,"Saint-Louis","Le Plateau-Mont-Royal"
"9756","4dc49cd3ae608779d126b6f4",45.602077,-73.56477,"Sporting Goods","Shops & Services","Sport Expert - Atmosphere",36,50,"Anjou","Anjou"
"9758","4dda83261f6ee146836bbc14",45.564716,-73.66366,"Park","Outdoors & Recreation","Parc Louis-HAbert",2,2,"Sault-au-Récollet","Ahuntsic-Cartierville"
"9759","4bd8c31d2e6f0f470a7d0808",45.49577,-73.482994,"Pharmacy","Shops & Services","Jean Coutu",49,128,NA,NA
"9761","4d9e26116f64236a50bd9aa5",45.521935,-73.5656,"Apartment Building","Residences","Tour Du Parc",17,124,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"9762","4b5f83b3f964a520e9be29e3",45.512062,-73.56885,"Comedy Club","Arts & Entertainment","MusAe Juste Pour Rire \/ Just for Laughs Museum",144,273,"René-Lévesque","Ville-Marie"
"9763","4b2cfe1af964a520f8cb24e3",45.500164,-73.57269,"Apparel","Shops & Services","Roots",133,189,"René-Lévesque","Ville-Marie"
"9765","4e125ff56284edb6bae014f8",45.528423,-73.55712,"Home","Residences","Chacha & Toto",1,2,"Sainte-Marie","Ville-Marie"
"9767","4c4caa6913d120a1da85b400",45.520348,-73.60859,"Pizza","Food","Amelio's sur Bernard",53,77,"Outremont","Outremont"
"9768","4e237f2b52b1f82ffbb3d8b0",45.484444,-73.79535,"BBQ","Food","Bofinger",5,5,"Dollard-Des Ormeaux",NA
"9769","4c65a0e8e75ac9285051f5da",45.547504,-73.59284,"Coworking Space","Professional & Other Places","Via Capitale du Mont-Royal",4,34,"Louis-Hébert","Rosemont–La Petite-Patrie"
"9770","4d630c5de42cb1f7ee37f112",45.510468,-73.68712,"Seafood","Food","Elounda",50,83,"Du College/Hodge","Saint-Laurent"
"9772","4b410c48f964a5200ec025e3",45.462795,-73.82248,"Grocery Store","Shops & Services","IGA Extra",128,403,"Pointe-Claire",NA
"9773","4c768b245db9bfb713a84a13",45.5121,-73.55955,"Hotel","Travel & Transport","Place du Boulevard",11,150,"René-Lévesque","Ville-Marie"
"9775","4dfbe9ceaeb7594e861e591e",45.52686,-73.59793,"Art Gallery","Arts & Entertainment","Random French Art Gallery",1,1,"Mile End","Le Plateau-Mont-Royal"
"9776","4bb3bff742959c74d463222c",45.46728,-73.54132,"Post Office","Professional & Other Places","UPS Store",10,14,"Ile-des-Soeurs","Verdun"
"9777","4d40dee97a516ea88f0ebf82",45.54216,-73.54711,"Hardware","Shops & Services","Monsieur Prix",9,20,"Préfontaine","Mercier–Hochelaga-Maisonneuve"
"9778","4be6179e910020a11bfbd314",45.590534,-73.56965,"Desserts","Food","Rockaberry",167,274,"Grande-Prairie","Saint-Léonard"
"9779","4de039b88877aab7fe459752",45.741726,-73.45799,"Bookstore","Colleges & Universities","Librairie Raffin",15,27,NA,NA
"9781","4b4a07d6f964a520727826e3",45.51844,-73.70051,"Grocery Store","Shops & Services","Marche Hawai",89,155,"Grenet","Saint-Laurent"
